user,item,rating,fold
0,1,0.0022765353035080135,0.0
0,3,0.5053529665765061,0.0
0,4,0.5473916761633972,0.0
0,6,0.009893655438042222,0.0
0,8,0.006523488429491497,0.0
0,9,0.1334096713670903,0.0
0,10,0.0037404556664426707,0.0
0,14,0.4418722900876926,0.0
0,18,0.2544557319831189,0.0
0,19,0.014871742963323154,0.0
0,20,0.023336752426155474,0.0
0,23,0.2621904576333414,0.0
0,24,0.07769202205164306,0.0
0,29,0.004311618133867037,0.0
0,32,0.1832376173617296,0.0
0,33,1.0,0.0
0,34,0.0060815146414888496,0.0
0,35,0.0025294826385353283,0.0
0,37,0.5826012439714177,0.0
0,39,0.02839145373423341,0.0
0,41,0.11384642936879368,0.0
0,42,0.027728990268581194,0.0
0,43,0.010772848404152968,0.0
0,53,0.023673597132900983,0.0
0,55,0.04562491664295127,0.0
0,59,0.02272914744643487,0.0
0,61,0.014372063320635545,0.0
0,64,0.08770556092860733,0.0
0,66,0.00283621477281002,0.0
0,71,0.12550533874507358,0.0
0,72,0.02788254554288186,0.0
0,73,0.13113072451431468,0.0
0,79,0.0030112894576569712,0.0
0,82,0.036894494719293194,0.0
0,90,0.1276227766375223,0.0
0,91,0.07601361190337247,0.0
0,99,0.006745287036094209,0.0
0,100,0.005559302502275446,0.0
0,101,0.0031618532981691604,0.0
0,104,0.00415978166678803,0.0
0,113,0.011959731179346837,0.0
0,115,0.0009351139166106677,0.0
0,116,0.09902524957300575,0.0
0,127,0.043838587946079574,0.0
0,128,0.009937253222817362,0.0
0,129,0.008623246615627942,0.0
0,130,0.022411289178364956,0.0
0,131,0.004864389689491016,0.0
0,133,0.010466342257590142,0.0
0,136,0.17928750569838312,0.0
0,158,0.005691338258770034,0.0
0,164,0.006323706596338321,0.0
1,0,0.008754020684051934,0.0
1,1,0.003987177405986463,0.0
1,3,0.03537149581231007,0.0
1,4,0.23921678771555493,0.0
1,9,0.004099118896100109,0.0
1,14,0.0035370385141475034,0.0
1,17,0.017182322976945455,0.0
1,18,1.0,0.0
1,19,0.18339208925584496,0.0
1,20,0.0030475069601090484,0.0
1,21,2.994085295192813e-05,0.0
1,22,0.026346002565054132,0.0
1,23,0.1215576792447178,0.0
1,24,0.39190574452462246,0.0
1,29,0.006697672790661808,0.0
1,32,0.04319277299504013,0.0
1,33,0.08594104567047736,0.0
1,34,0.0028338063509118316,0.0
1,35,0.0006027650650388383,0.0
1,37,0.2525034711168899,0.0
1,39,0.14225884516565132,0.0
1,41,0.001121397307755307,0.0
1,42,0.006171137514895362,0.0
1,43,0.10988715548419102,0.0
1,45,0.00015158839365517432,0.0
1,51,0.011214581522659209,0.0
1,53,0.023933045596157897,0.0
1,55,0.0017599397144342787,0.0
1,59,0.00015967687951513708,0.0
1,61,0.01853192788017214,0.0
1,64,0.04435728580822778,0.0
1,65,0.02476847486691185,0.0
1,70,0.00040703610478836554,0.0
1,71,0.08882751290456656,0.0
1,72,0.010175911672322903,0.0
1,73,0.012482506041455258,0.0
1,80,0.01257107296113321,0.0
1,82,0.1304272402440818,0.0
1,90,0.00010143332286678519,0.0
1,91,0.48062139241558094,0.0
1,99,0.000985930715147111,0.0
1,102,0.0016591705795835907,0.0
1,107,0.0003324429193655961,0.0
1,110,0.0007560819879856241,0.0
1,113,0.0010321340264198813,0.0
1,114,0.04819014252368926,0.0
1,116,0.1847499175979241,0.0
1,122,0.0002763258730793472,0.0
1,126,0.0016267863437214283,0.0
1,128,0.06412988225430541,0.0
1,130,2.4697663205087945e-05,0.0
1,131,0.0005292572857384797,0.0
1,133,0.011601457396421367,0.0
1,134,0.0004522623386537395,0.0
1,136,0.10605147259974441,0.0
1,149,0.00014389264956749735,0.0
1,158,0.008840931690772996,0.0
1,164,0.0012324133939338887,0.0
1,168,0.0012324133939338885,0.0
2,0,0.02185950864772865,0.0
2,1,0.0017675708392426296,0.0
2,3,0.05193580303763944,0.0
2,4,1.0,0.0
2,9,0.04455672713061233,0.0
2,10,0.02306723566623222,0.0
2,14,0.01619470315575868,0.0
2,15,0.0004754349377025403,0.0
2,16,0.00017229730455479454,0.0
2,18,0.05341289759200569,0.0
2,20,0.007678567204296439,0.0
2,22,0.03519567777480145,0.0
2,23,0.08312401461284001,0.0
2,24,0.025995630767211897,0.0
2,29,0.0006598113367973929,0.0
2,32,0.0009897173021112206,0.0
2,33,0.019159304412820568,0.0
2,35,0.005145299257160108,0.0
2,36,0.00374176809713992,0.0
2,37,0.014064042426792371,0.0
2,39,0.006676612199000711,0.0
2,42,0.002273014623827612,0.0
2,64,0.002643627236016323,0.0
2,70,0.002963973629911199,0.0
2,72,0.0027691785556450675,0.0
2,73,0.018708840485699603,0.0
2,90,0.003249457745250001,0.0
2,91,0.006745936484775653,0.0
2,113,0.027429122706126418,0.0
2,116,0.006676612199000711,0.0
2,130,0.00021993711226579762,0.0
2,133,0.004458767665683933,0.0
2,143,0.0002836719496026655,0.0
2,155,0.0016942857679852485,0.0
2,157,0.0015649768371302187,0.0
2,158,0.0008709513199206261,0.0
2,168,0.0036712579508983143,0.0
3,0,0.049825850484596285,0.0
3,1,0.002857302447307524,0.0
3,3,0.6439322470207743,0.0
3,4,0.23096753205306905,0.0
3,9,0.029328320013421536,0.0
3,10,0.0023972058648186723,0.0
3,14,0.010976231030667503,0.0
3,18,0.06788758624276608,0.0
3,19,0.0008384456335875964,0.0
3,20,0.0018445811464816691,0.0
3,22,0.07461430648422528,0.0
3,23,0.047320121949034365,0.0
3,24,0.0017795877268935718,0.0
3,29,0.02713385156088994,0.0
3,37,0.00547964268899443,0.0
3,39,0.01243269712771662,0.0
3,41,0.004778972841304919,0.0
3,42,0.0011510186354045616,0.0
3,43,0.0010331557570273698,0.0
3,45,0.0028056101458423166,0.0
3,48,0.0006906111812427369,0.0
3,53,0.008144761808681362,0.0
3,55,0.002336855899553548,0.0
3,60,0.0006274746664493568,0.0
3,61,1.0,0.0
3,64,0.001539347600276374,0.0
3,70,0.005231907031873783,0.0
3,71,0.16444828594475067,0.0
3,72,0.001265638351001779,0.0
3,73,0.0033330655465383056,0.0
3,82,0.003945294645416583,0.0
3,90,0.016828392014474978,0.0
3,91,0.007904305801091199,0.0
3,102,0.11372330702798948,0.0
3,110,0.2918289567425872,0.0
3,116,0.024595636509090316,0.0
3,124,0.043146973551714894,0.0
3,128,0.0005939941818331745,0.0
3,129,0.007127938735522866,0.0
3,130,0.0004909816773260699,0.0
3,133,0.002193892831527996,0.0
3,134,0.40779787881972607,0.0
3,145,0.0069922820880505745,0.0
3,146,0.04182291870961076,0.0
3,155,0.0023811859137052513,0.0
3,158,0.035816698673584856,0.0
3,160,0.0009837766114568901,0.0
3,163,0.007452851566904205,0.0
3,169,0.008195334899697293,0.0
4,0,0.014389514502217206,0.0
4,1,0.01323955382843011,0.0
4,3,0.22566465538097935,0.0
4,4,0.8130617154843226,0.0
4,13,0.0001367215812344102,0.0
4,14,0.09839242944781501,0.0
4,16,0.0005659142335173217,0.0
4,18,0.10886986636010729,0.0
4,19,0.01754211330653097,0.0
4,20,0.024589756882161067,0.0
4,22,0.015976221388725013,0.0
4,23,0.530921423420868,0.0
4,24,0.17027106824385327,0.0
4,29,0.00039200461385489996,0.0
4,31,0.0009837771586770272,0.0
